"crash_unit_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"758369","JC469557","2019-10-12T01:57:00","1","DRIVER",,"720366",,"DODGE","NITRO","IL","2011","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758356","JC469523","2019-10-12T00:30:00","1","DRIVER",,"720356",,"VOLVO","XC90","IL","2020","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,"true",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758357","JC469523","2019-10-12T00:30:00","2","DRIVER",,"720355",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","PICKUP","UNKNOWN/NA","S","OTHER",,,"1",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758329","JC469467","2019-10-11T23:41:00","1","DRIVER","2","720325",,"TOYOTA MOTOR COMPANY, LTD.","UNKNOWN","IL","2015","NONE","PASSENGER","PERSONAL","E","PASSING/OVERTAKING","true",,"3",,"unknown","unknown",,,,"true","true","true","true","true",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758330","JC469467","2019-10-11T23:41:00","2","DRIVER",,"720334",,"SUBARU","FORESTER","IL","2014","NONE","PASSENGER","PERSONAL","E","TURNING LEFT",,,"1",,,,,"true","true",,,,,,,,,,"true",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758358","JC469530","2019-10-11T23:40:00","1","DRIVER","2","720363",,"PONTIAC","GRAND PRIX","IL","2004","UNKNOWN","PASSENGER","PERSONAL","N","UNKNOWN/NA",,,"3",,,,,"true",,,,,,,,,,"true","true","true","OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758333","JC469482","2019-10-11T23:20:00","1","DRIVER",,"720328",,"CHEVROLET","IMPALA","IL","2017","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758334","JC469482","2019-10-11T23:20:00","2","DRIVER",,"720336",,"NISSAN","NISSAN ALTIMA","IL","2017","UNKNOWN","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758337","JC469457","2019-10-11T23:10:00","1","DRIVER","1","720331",,"PONTIAC","GRAND PRIX","IL","2008","UNKNOWN","PASSENGER","PERSONAL","N","TURNING RIGHT","true",,"2",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758284","JC469389","2019-10-11T21:15:00","1","DRIVER",,"720296",,"HYUNDAI","SONATA","IL","2011","SUSPENSION","PASSENGER","PERSONAL","W","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758285","JC469389","2019-10-11T21:15:00","2","DRIVER","1","720302",,"TOYOTA MOTOR COMPANY, LTD.","YARIS","IL","2015","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,"true","false",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758268","JC469341","2019-10-11T20:55:00","1","DRIVER",,"720270",,"TOYOTA MOTOR COMPANY, LTD.","UNKNOWN","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758269","JC469341","2019-10-11T20:55:00","2","PARKED",,"720273",,"FORD","F150","IL","2014","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758296","JC469422","2019-10-11T20:30:00","1","DRIVER",,"720299","false","CHEVROLET","UNKNOWN","IL","2019","NONE","TRUCK - SINGLE UNIT","OTHER","W","STRAIGHT AHEAD",,,"1",,,,,,,"true","true",,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758244","JC469318","2019-10-11T20:30:00","1","DRIVER",,"720249",,"HYUNDAI","UNKNOWN","IL","2004","UNKNOWN","PASSENGER","PERSONAL","W","TURNING RIGHT",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758245","JC469318","2019-10-11T20:30:00","2","DRIVER",,"720257",,"HYUNDAI","UNKNOWN","IL","2019","UNKNOWN","PASSENGER","PERSONAL","W","OTHER",,,"1",,,,,,,,,,,"true",,,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758230","JC469300","2019-10-11T19:50:00","1","DRIVER",,"720238",,"TOYOTA MOTOR COMPANY, LTD.","Avalon","IL","1996","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","true",,"1",,"private tow","pivate",,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758222","JC469277","2019-10-11T19:45:00","1","DRIVER",,"720226",,"NISSAN","ROGUE","IL","2016","UNKNOWN","PASSENGER","TAXI/FOR HIRE","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"false",,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758223","JC469277","2019-10-11T19:45:00","2","DRIVER","1","720233",,"HYUNDAI","ELANTRA","IL","2017","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,"true",,,,,,"false",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758252","JC469272","2019-10-11T19:45:00","1","DRIVER",,"720258",,"DODGE","CARAVAN","IL","2006","UNKNOWN","VAN/MINI-VAN","PERSONAL","W","STRAIGHT AHEAD","true",,"1",,"E&R TOWING","10301 S DOTY RD",,,,,,,"false",,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758253","JC469272","2019-10-11T19:45:00","2","DRIVER",,"720260",,"TOYOTA MOTOR COMPANY, LTD.","COROLLA","IL","2019","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758224","JC469281","2019-10-11T19:40:00","1","DRIVER","2","720227",,"PONTIAC","Vibe (sport wagon)","IL","2009","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","BACKING",,,"3",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758225","JC469281","2019-10-11T19:40:00","2","PARKED",,"720221",,"CHEVROLET","ASTRO","IL","2002","NONE","VAN/MINI-VAN","NOT IN USE","S","PARKED",,,"0",,,,,,,"true",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758231","JC469305","2019-10-11T19:30:00","1","DRIVER",,"720239",,"UNKNOWN","UNKNOWN","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","TURNING LEFT",,,"1",,,,,"true","true","true","true",,,,"false","false","false",,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758232","JC469305","2019-10-11T19:30:00","2","DRIVER",,"720243",,"DODGE","CARAVAN","IL","2017","NONE","VAN/MINI-VAN","PERSONAL","N","TURNING LEFT",,,"1",,,,,,,,,,,,"true","true","true",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758216","JC469270","2019-10-11T19:30:00","1","DRIVER",,"720224",,"JEEP","CHEROKEE","IL","2018","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758217","JC469270","2019-10-11T19:30:00","2","DRIVER","1","720231",,"INFINITI","EX35","IL","2010","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758147","JC469179","2019-10-11T19:00:00","1","DRIVER",,"720152",,"DODGE","CARAVAN","IL","2014","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,"true",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758148","JC469179","2019-10-11T19:00:00","2","DRIVER",,"720162",,"KIA MOTORS CORP","UNKNOWN","IL","2015","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758149","JC469179","2019-10-11T19:00:00","3","DRIVER",,"720169",,"KIA MOTORS CORP","UNKNOWN","IL","2016","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758185","JC469184","2019-10-11T18:54:00","1","DRIVER",,"720184",,"NISSAN","SENTRA (DATSUN AND NISSAN HAVE MERGED)","NJ","2019","NONE","PASSENGER","PERSONAL","E","TURNING LEFT",,,"1",,,,"true",,,,,,,,,,,"true","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758200","JC469184","2019-10-11T18:54:00","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758288","JC469399","2019-10-11T18:45:00","1","DRIVER",,"720288",,"NISSAN","ROGUE","IL","2016","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","RIDESHARE SERVICE","E","OTHER",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758289","JC469399","2019-10-11T18:45:00","2","DRIVER",,"720292",,"HONDA","FIT","IL","2015","UNKNOWN","PASSENGER","NOT IN USE","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"true","true",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758209","JC469188","2019-10-11T18:45:00","1","DRIVER",,"720216",,"FORD","F150","IL","1999","NONE","PICKUP","PERSONAL","W","STRAIGHT AHEAD","true",,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758210","JC469188","2019-10-11T18:45:00","2","PARKED",,"720230",,"CHEVROLET","C10","IL","2011","NONE","SPORT UTILITY VEHICLE (SUV)","NOT IN USE","W","PARKED",,,"0",,,,,,,,,,,,,,"true","true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758211","JC469188","2019-10-11T18:45:00","3","PARKED",,"720237",,"CHEVROLET","Sprint","IL","2013","NONE","PASSENGER","NOT IN USE","W","PARKED",,,"0",,,,,,,,,,,,"true","true","true",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758127","JC469172","2019-10-11T18:43:00","1","DRIVER",,"720137",,"CHEVROLET","UNKNOWN",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","BACKING",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758128","JC469172","2019-10-11T18:43:00","2","PARKED",,"720145",,"KIA MOTORS CORP","FORTE","IL","2019","NONE","PASSENGER","NOT IN USE","N","PARKED",,,"0",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758164","JC469222","2019-10-11T18:39:00","1","DRIVER",,"720177",,"CHEVROLET","COBALT","CA","2006","UNKNOWN","PASSENGER","UNKNOWN/NA","UNKNOWN","CHANGING LANES",,,"1",,,,,,,,,,,,,,,,,"true","TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758165","JC469222","2019-10-11T18:39:00","2","DRIVER","2","720165",,"NISSAN","UNKNOWN","IL","2010","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"3",,,,,"true","true","true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758136","JC469157","2019-10-11T18:32:00","1","DRIVER",,"720158",,"FORD","EXPEDITION","IL","2005","BRAKES","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","false",,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758137","JC469157","2019-10-11T18:32:00","2","DRIVER",,"720195",,"CHRYSLER","200","IL","2015","UNKNOWN","PASSENGER","NOT IN USE","S","STRAIGHT AHEAD","true",,"1",,"owner","unknow",,,,,,,,,,,"true","true","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758138","JC469157","2019-10-11T18:32:00","3","PARKED",,"720205",,"MERCURY","MILAN","IL","2009","NONE","PASSENGER","UNKNOWN/NA","S","PARKED",,,"0",,,,,"true","true",,,,,"true","true","true","true","true","true",,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758139","JC469157","2019-10-11T18:32:00","4","PARKED",,"720211",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2008","UNKNOWN","PASSENGER","UNKNOWN/NA","S","PARKED",,,"0",,,,,"true",,,,"true","true","true",,,,"true","true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758140","JC469157","2019-10-11T18:32:00","5","PARKED",,"720217",,"CHEVROLET","EQUINOX","IL",,"NONE","VAN/MINI-VAN","PERSONAL","S","STRAIGHT AHEAD",,,"0",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758162","JC469213","2019-10-11T18:30:00","1","DRIVER",,"720160",,"CHEVROLET","MALIBU (CHEVELLE)","IL","2010","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758163","JC469213","2019-10-11T18:30:00","2","DRIVER",,"720166",,"CHEVROLET","UNKNOWN","IL","2017","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758273","JC469228","2019-10-11T18:29:00","1","DRIVER",,"720287",,"KIA MOTORS CORP","Optima","IL","2006","NONE","PASSENGER","PERSONAL","E","TURNING LEFT",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758274","JC469228","2019-10-11T18:29:00","2","DRIVER",,"720282",,"CHEVROLET","MALIBU (CHEVELLE)","IL","2012","NONE","PASSENGER","PERSONAL","E","TURNING LEFT",,,"1",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758174","JC469171","2019-10-11T18:24:00","1","DRIVER",,"720172",,"HYUNDAI","SONATA","IL","2009","NONE","PASSENGER","PERSONAL","S","TURNING LEFT",,,"1",,,,,,,,,,,,,,,"true",,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758175","JC469171","2019-10-11T18:24:00","2","DRIVER",,"720183",,"BUICK","VERANO","IL","2013","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,"true",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758154","JC469209","2019-10-11T18:20:00","1","DRIVER",,"720196",,"DODGE","UNKNOWN","IL","2008","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758155","JC469209","2019-10-11T18:20:00","2","DRIVER","2","720155",,"KIA MOTORS CORP","FORTE","IL","2016","OTHER","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"3",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758190","JC469181","2019-10-11T18:20:00","1","DRIVER",,"720208",,"GENERAL MOTORS CORP.","Envoy","IL","2003","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","UNKNOWN/NA","true",,"1",,"CITY TOWING CO.","701 N SACRAMENTO",,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758191","JC469181","2019-10-11T18:20:00","2","DRIVER",,"720220",,"LEXUS","RX300","IL","2000","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758192","JC469181","2019-10-11T18:20:00","3","DRIVER","5","720236",,"TOYOTA MOTOR COMPANY, LTD.","Highlander(beginning vehicle year 2001)","IL","2017","NONE","PASSENGER","PERSONAL","W","TURNING RIGHT",,,"6",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758110","JC469155","2019-10-11T18:20:00","1","DRIVER",,"720113",,"CHEVROLET","SUBURBAN","IL","2002","UNKNOWN","TRUCK - SINGLE UNIT","PERSONAL","W","BACKING",,,"1",,,,"true",,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758111","JC469155","2019-10-11T18:20:00","2","DRIVER",,"720124",,"CADILLAC","CTS","IL","2014","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758123","JC469164","2019-10-11T18:19:00","1","DRIVER","1","720204",,"BUICK","CENTURY","IL","2001","UNKNOWN","PASSENGER","UNKNOWN/NA","NE","TURNING RIGHT","true",,"2",,"CITY OF CHICAGO",,,"true","true",,,,,,,,"true","true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758143","JC469137","2019-10-11T18:19:00","1","DRIVER",,"720150",,"BUICK","LACROSSE","IL","2014","NONE","PASSENGER","PERSONAL","S","TURNING LEFT",,,"1",,,,,,,"true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758144","JC469137","2019-10-11T18:19:00","2","DRIVER","1","720163",,"INFINITI","G37",,"2010","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","true",,"2",,"Private Tow","Uknown",,"true","true",,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758212","JC469238","2019-10-11T18:15:00","1","DRIVER",,"720214",,"KIA MOTORS CORP","SORENTO","IL","2016","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,"true",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758213","JC469238","2019-10-11T18:15:00","2","DRIVER","1","720223",,"JEEP","Wrangler (for vehicle years 1989 to present)","IL","2018","NONE","PASSENGER","PERSONAL","W","TURNING LEFT",,,"2",,,,,,,,,,,,,,,"true","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758134","JC469127","2019-10-11T18:12:00","1","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758135","JC469127","2019-10-11T18:12:00","2","DRIVER",,"720144",,"TOYOTA MOTOR COMPANY, LTD.","UNKNOWN","XX",,"UNKNOWN","VAN/MINI-VAN","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758270","JC469118","2019-10-11T18:08:00","1","DRIVER",,"720272",,"HONDA","CIVIC","IL","2016","NONE","PASSENGER","PERSONAL","E","TURNING ON RED","true",,"1",,"E&R TOWING","103RD DOTY",,"true","true","true",,,,,,,,"true","true",,"FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758271","JC469118","2019-10-11T18:08:00","2","DRIVER","1","720275",,"CHEVROLET","Trail Blazer","IL","2002","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758242","JC469326","2019-10-11T18:00:00","1","DRIVER","1","720246",,"HYUNDAI","AZERA","IL","2007","UNKNOWN","PASSENGER","UNKNOWN/NA","W","TURNING LEFT",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758243","JC469326","2019-10-11T18:00:00","2","DRIVER",,"720255",,"NISSAN","NISSAN MAXIMA","IN","2010","UNKNOWN","PASSENGER","PERSONAL","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758176","JC469229","2019-10-11T17:58:00","1","DRIVER",,"720173",,"FORD","Explorer","IL","2002","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758177","JC469229","2019-10-11T17:58:00","2","DRIVER",,"720189",,"ACURA","ACURA","IL","2010","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758129","JC469104","2019-10-11T17:54:00","1","DRIVER",,"720142",,"MAZDA","UNKNOWN","IL","2002","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758130","JC469104","2019-10-11T17:54:00","2","DRIVER",,"720147",,"MAZDA","UNKNOWN","IL","2018","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","true",,"1",,"PERSONAL TOW",,,,,,"true","true",,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758090","JC469130","2019-10-11T17:50:00","1","DRIVER",,"720104",,"HYUNDAI","SONATA","IL","2008","NONE","PASSENGER","PERSONAL","N","PASSING/OVERTAKING",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758091","JC469130","2019-10-11T17:50:00","2","DRIVER","4","720109",,"JEEP","CHEROKEE","IL","2015","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","OTHER",,,"5",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758152","JC469117","2019-10-11T17:48:00","1","BICYCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758153","JC469117","2019-10-11T17:48:00","2","DRIVER",,"720157",,"SUBARU","FORESTER","IL","2018","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,"false",,,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758055","JC469106","2019-10-11T17:40:00","1","DRIVER",,"720067",,"HONDA","CIVIC","IL","2019","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"true","true",,,,,,,,"true","true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758056","JC469106","2019-10-11T17:40:00","2","DRIVER",,"720082",,"BUICK","VERANO","IL","2014","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true","true","true",,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758061","JC469091","2019-10-11T17:38:00","1","DRIVER",,"720088",,"CHEVROLET","TAHOE","IL","2003","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,"false",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758062","JC469091","2019-10-11T17:38:00","2","DRIVER",,"720108",,"HYUNDAI","SONATA","IL","2016","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"true","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758063","JC469077","2019-10-11T17:35:00","1","DRIVER",,"720079",,"BUICK","CENTURY","IL","2003","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"758064","JC469077","2019-10-11T17:35:00","2","DRIVER",,"720090",,"DODGE","JOURNEY","IL","2013","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"true","true",,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
