"crash_unit_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"752646","JC459114","2019-10-03T20:10:00","1","DRIVER",,"714973",,"DODGE","DAKOTA","IN",,"UNKNOWN","PICKUP","UNKNOWN/NA","S","TURNING RIGHT",,,"1",,,,,,,,,,,,,,,,,"true","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752647","JC459114","2019-10-03T20:10:00","2","DRIVERLESS",,"714977",,"FORD","Focus","IL","2017","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752681","JC459083","2019-10-03T20:05:00","1","DRIVER",,"715023",,"UNKNOWN","UNKNOWN","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752682","JC459083","2019-10-03T20:05:00","2","DRIVER","2","715009",,"FORD","ESCAPE (SUV)","IL","2013","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","false",,"3",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752648","JC459111","2019-10-03T20:00:00","1","DRIVER",,"714975",,"HYUNDAI","SONATA","IL","2018","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752649","JC459111","2019-10-03T20:00:00","2","DRIVER",,"714988",,"CADILLAC","ELDORADO","IL","2008","NONE","BUS OVER 15 PASS.","COMMERCIAL - MULTI-UNIT","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752636","JC459100","2019-10-03T19:53:00","1","DRIVER",,"714962",,"NISSAN","UNKNOWN","IL",,"NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752637","JC459100","2019-10-03T19:53:00","2","DRIVER",,"714964",,"FORD","ESCAPE (SUV)","IL",,"NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752644","JC459092","2019-10-03T19:28:00","1","DRIVER",,"714969",,"HONDA","CRV","IL","2017","UNKNOWN","PASSENGER","PERSONAL","S","TURNING RIGHT","true",,"1",,"unk",,,,,,,,,,,,"true","true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752645","JC459092","2019-10-03T19:28:00","2","DRIVER",,"714971",,"GENERAL MOTORS CORP.","UNKNOWN","IL","2010","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752640","JC459104","2019-10-03T19:21:00","1","DRIVER",,"714965",,"VOLKSWAGEN","PASSAT","IL","2017","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752641","JC459104","2019-10-03T19:21:00","2","DRIVER",,"714968",,"FORD","FIESTA","IL","2015","UNKNOWN","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753353","JC460412","2019-10-03T19:20:00","1","DRIVER",,"715663",,"NISSAN","UNKNOWN","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753354","JC460412","2019-10-03T19:20:00","2","DRIVER",,"715660",,"FORD","ESCAPE (SUV)","IL","2010","NONE","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,"true","true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752660","JC459081","2019-10-03T19:20:00","1","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752661","JC459081","2019-10-03T19:20:00","2","DRIVER","1","714993",,"KIA MOTORS CORP","KIA MOTORS CORP","NY","2020","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,"true","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752650","JC459046","2019-10-03T19:20:00","1","DRIVER",,"714976",,"TOYOTA MOTOR COMPANY, LTD.","Prius","IL","2006","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752651","JC459046","2019-10-03T19:20:00","2","DRIVER",,"714984",,"LEXUS","ES350","IL","2018","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752624","JC459068","2019-10-03T19:18:00","1","DRIVER",,"714949",,"VOLKSWAGEN","TIGUAN","IL","2014","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752625","JC459068","2019-10-03T19:18:00","2","DRIVER",,"714953",,"BUICK","BUICK","IL","2015","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"3",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"755809","JC465072","2019-10-03T19:15:00","1","DRIVER",,"717933",,"CHEVROLET","CRUZE","IL","2013","NONE","PASSENGER","PERSONAL","S","TURNING LEFT",,,"1",,,,,"true","true",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"755810","JC465072","2019-10-03T19:15:00","2","DRIVER",,"717954",,"HONDA","CIVIC","IL","2015","NONE","PASSENGER","PERSONAL","E","TURNING RIGHT",,,"1",,,,,,,,,,,"true","true",,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753072","JC459938","2019-10-03T19:15:00","1","DRIVER",,"715403",,"HONDA","HONDA","IL","2005","UNKNOWN","PASSENGER","UNKNOWN/NA","E","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,"true",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753073","JC459938","2019-10-03T19:15:00","2","DRIVER",,"715391",,"BMW","540","IL","2018","NONE","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,,,,,,,,,"true","true",,,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753099","JC459116","2019-10-03T19:15:00","1","DRIVER",,"715414",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","UNKNOWN/NA",,,"1",,,,,,,,,,,,"true","true","true","true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753100","JC459116","2019-10-03T19:15:00","2","PARKED",,"715408",,"TOYOTA MOTOR COMPANY, LTD.","VENZA","IL","2014","UNKNOWN","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,"true","true","true","true","true",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752628","JC459026","2019-10-03T19:15:00","1","DRIVER",,"714948",,"CHRYSLER","UNKNOWN","IL","2005","UNKNOWN","PASSENGER","PERSONAL","W","PASSING/OVERTAKING",,,"1",,,,,"true","true",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752629","JC459026","2019-10-03T19:15:00","2","DRIVER",,"714956",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2015","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true","true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752617","JC459040","2019-10-03T19:09:00","1","DRIVER",,"714944",,"SUBARU","SUBARU","IL",,"NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752618","JC459040","2019-10-03T19:09:00","2","DRIVER",,"714950",,"TOYOTA MOTOR COMPANY, LTD.","4RUNNER","IL",,"NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752619","JC459035","2019-10-03T19:09:00","1","DRIVER",,"714945",,"CHEVROLET","CRUZE","IL","2017","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,"true",,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752620","JC459035","2019-10-03T19:09:00","2","DRIVER",,"714951",,"HONDA","ACCORD","WI","2012","UNKNOWN","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,"true",,,,"true",,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752621","JC459035","2019-10-03T19:09:00","3","DRIVER",,"714954",,"NISSAN","ROGUE","IL","2015","UNKNOWN","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752672","JC459080","2019-10-03T19:07:00","1","DRIVER",,"714999",,"NISSAN","JUKE","IL","2016","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC","true",,"1",,,"unknown",,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752673","JC459080","2019-10-03T19:07:00","2","DRIVER",,"715002",,"HONDA","CRV","IL","2002","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,"true",,,,"true","true","true",,,,"true","true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752674","JC459080","2019-10-03T19:07:00","3","DRIVER",,"715006",,"HONDA","CIVIC","IL","2018","UNKNOWN","UNKNOWN/NA","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752595","JC459016","2019-10-03T19:05:00","1","DRIVER",,"714930",,"JEEP","Grand Cherokee (for vehicle years 1989 to present)","IL","2014","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752596","JC459016","2019-10-03T19:05:00","2","DRIVER",,"714917",,"NISSAN","NISSAN ALTIMA","IL","2011","NONE","PASSENGER","TAXI/FOR HIRE","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753145","JC459017","2019-10-03T19:00:00","1","DRIVER",,"715444",,"HONDA","CRV","IL",,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","CHANGING LANES",,,"1",,,,,,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753146","JC459017","2019-10-03T19:00:00","2","DRIVER","1","715445",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY",,,"UNKNOWN","PASSENGER","RIDESHARE SERVICE","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,"true","true","true","true",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752609","JC459014","2019-10-03T18:55:00","1","DRIVER",,"714932",,"MAZDA","CX-7","IL","2007","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752610","JC459014","2019-10-03T18:55:00","2","DRIVER","1","714935",,"HONDA","CIVIC","IL","2013","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,"true","true","true",,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752626","JC459027","2019-10-03T18:45:00","1","BICYCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752627","JC459027","2019-10-03T18:45:00","2","DRIVER",,"714955",,"TOYOTA MOTOR COMPANY, LTD.","COROLLA","IL",,"UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,,"true",,,,,,,,,,,,"FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752603","JC459032","2019-10-03T18:38:00","1","DRIVER",,"714929",,"FORD","WINDSTAR","IL","1998","UNKNOWN","VAN/MINI-VAN","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752604","JC459032","2019-10-03T18:38:00","2","DRIVER","2","714924",,"HYUNDAI","Accent","IL","2014","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"3",,,,,,,"true",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"756291","JC466131","2019-10-03T18:30:00","1","DRIVER",,"718382",,"FORD","FUSION","IL","2015","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"756292","JC466131","2019-10-03T18:30:00","2","DRIVER","1","718387",,"TOYOTA MOTOR COMPANY, LTD.","Highlander(beginning vehicle year 2001)","IL","2011","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","RIDESHARE SERVICE","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752813","JC459459","2019-10-03T18:30:00","1","DRIVER",,"715141",,"HYUNDAI","ELANTRA","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752814","JC459459","2019-10-03T18:30:00","2","DRIVER",,"715143",,"TOYOTA MOTOR COMPANY, LTD.","RAV4 (sport utility)","IL","2014","NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752591","JC459008","2019-10-03T18:30:00","1","DRIVER",,"714942",,"CHEVROLET","MALIBU (CHEVELLE)",,,"UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752592","JC459008","2019-10-03T18:30:00","2","DRIVER",,"714925",,"NISSAN","NISSAN","IL","2015","NONE","VAN/MINI-VAN","CONSTRUCTION/MAINTENANCE","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752605","JC458999","2019-10-03T18:30:00","1","DRIVER","1","714926",,"FORD","FORD-TRUCK,VAN,SUV, ETC","IL","2004","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","W","CHANGING LANES",,,"2",,,,,"true","true",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752606","JC458999","2019-10-03T18:30:00","2","DRIVER","1","714940",,"FORD","UNKNOWN","IL","2014","UNKNOWN","PASSENGER","RIDESHARE SERVICE","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,,,,"true","true","true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752585","JC458976","2019-10-03T18:30:00","1","DRIVER",,"714910",,"NISSAN","Frontier","IL","2014","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752586","JC458976","2019-10-03T18:30:00","2","DRIVER",,"714919",,"HONDA","FIT","IL","2008","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","true",,"1",,"allstate","unknown",,,,,,,"true",,,,,,"true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752587","JC458976","2019-10-03T18:30:00","3","DRIVER",,"714922",,"TOYOTA MOTOR COMPANY, LTD.","RAV4 (sport utility)","IL","2002","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752611","JC459000","2019-10-03T18:20:00","1","DRIVER",,"714934",,"UNKNOWN","UNKNOWN","IL",,"UNKNOWN","FARM EQUIPMENT","OTHER","N","BACKING",,,"1",,,,"true",,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752612","JC459000","2019-10-03T18:20:00","2","DRIVERLESS",,"714939",,"FREIGHTLINER CORP.","FREIGHTLINER CORP.","IL","2014","UNKNOWN","TRACTOR W/ SEMI-TRAILER","OTHER","E","PARKED",,,"0",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752597","JC458962","2019-10-03T18:20:00","1","DRIVER","1","714921",,"HONDA","CIVIC","IL","2013","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752598","JC458962","2019-10-03T18:20:00","2","DRIVER","1","714933",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2001","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,"true","true",,,,,,,,,,,"FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752998","JC459809","2019-10-03T18:15:00","1","DRIVER",,"715308",,"INFINITI","FX35","IL","2007","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752999","JC459809","2019-10-03T18:15:00","2","DRIVER",,"715310",,"AUDI","Q5","IL","2016","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752580","JC458970","2019-10-03T18:14:00","1","DRIVER","2","714911",,"JEEP","PATRIOT","IL","2009","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","TURNING RIGHT",,,"3",,,,,,,,,"true","true",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752581","JC458970","2019-10-03T18:14:00","2","DRIVER",,"714928",,"EL DORADO INTERNATIONAL, INC.; EL DORADO MFG., LTD.","EL DORADO INTERNATIONAL, INC.","IL","2015","NONE","BUS OVER 15 PASS.","CTA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752573","JC458949","2019-10-03T18:13:00","1","DRIVER",,"714901",,"CHRYSLER","Pacifica (Sport Wagon)","IL","2008","UNKNOWN","PASSENGER","PERSONAL","N","BACKING",,,"1",,,,,,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752588","JC458949","2019-10-03T18:13:00","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752574","JC458991","2019-10-03T18:06:00","1","DRIVER",,"714902",,"TOYOTA MOTOR COMPANY, LTD.","TOYOTA","IL","2016","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"false",,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752575","JC458991","2019-10-03T18:06:00","2","DRIVER",,"714909",,"MERCEDES-BENZ","MERCEDES-BENZ","IL","2012","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752811","JC459469","2019-10-03T18:00:00","1","DRIVER",,"715134",,"VOLVO","V70","IL","2004","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"true","OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752812","JC459469","2019-10-03T18:00:00","2","DRIVER",,"715136",,"CHEVROLET","IMPALA","IL","2014","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752561","JC458903","2019-10-03T17:59:00","1","DRIVER",,"714888",,"CHEVROLET","TAHOE","IL","2007","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","PASSING/OVERTAKING","true",,"1",,,,,"true","true","true","true","true",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752562","JC458903","2019-10-03T17:59:00","2","PARKED",,"714897",,"FORD","F550","IL","2005","NONE","TRUCK - SINGLE UNIT","TOW TRUCK","W","PARKED IN TRAFFIC LANE",,,"0",,,,,,,,,,,"true","true","true","true","true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752565","JC458927","2019-10-03T17:54:00","1","DRIVER",,"714887","false","CHEVROLET","SPORTVAN","IL","2015","NONE","VAN/MINI-VAN","OTHER","E","STARTING IN TRAFFIC",,,"1",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752566","JC458927","2019-10-03T17:54:00","2","DRIVER",,"714898",,"NEW FLYER","NEW FLYER","IL","2006","NONE","BUS OVER 15 PASS.","CTA","E","OTHER",,,"1",,,,,,,,,"true",,"false",,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752578","JC459002","2019-10-03T17:50:00","1","DRIVER",,"714903",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"true","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752579","JC459002","2019-10-03T17:50:00","2","PARKED",,"714904",,"DODGE","CARAVAN","IL","2015","UNKNOWN","VAN/MINI-VAN","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752531","JC458925","2019-10-03T17:50:00","1","DRIVER",,"714854",,"MITSUBISHI","MIRAGE","IL","2014","UNKNOWN","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752532","JC458925","2019-10-03T17:50:00","2","DRIVER",,"714863",,"AUDI","A4","IL","2015","UNKNOWN","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753087","JC458924","2019-10-03T17:50:00","1","DRIVER",,"715399",,"HONDA","CIVIC","IL","2018","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","true",,"1",,"PRIVATE TOW","UNKNOWN",,"true","true",,,,,"true","true",,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753088","JC458924","2019-10-03T17:50:00","2","DRIVER",,"715405",,"JEEP","CHEROKEE","IL","2014","NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"true","true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752567","JC458936","2019-10-03T17:48:00","1","DRIVER",,"714899",,"JEEP","UNKNOWN","IL","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","PASSING/OVERTAKING","true",,"1",,"unknown",,,,,,,,,"true","true",,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
